과제,조모임,학점 비율,출결,시험 횟수,name,prof
없음,보통,비율 채워줌,직접호명,두 번,마케팅,류선호
보통,보통,매우 깐깐함,지정좌석,두 번,마케팅,박대현
많음,없음,비율 채워줌,직접호명,두 번,재무관리,최흥식
보통,없음,비율 채워줌,직접호명,두 번,재무관리,김선웅
많음,많음,비율 채워줌,직접호명,두 번,현대경영과기업가정신,전성현
보통,없음,학점느님,지정좌석,두 번,비즈니스소프트웨어실무,안현철
많음,많음,비율 채워줌,직접호명,두 번,데이터베이스입문,김남규
없음,없음,학점느님,직접호명,두 번,회계학원론,고광진
보통,많음,매우 깐깐함,직접호명,두 번,HCI개론,박도형
없음,없음,비율 채워줌,직접호명,두 번,프로그래밍I,김종철
많음,많음,비율 채워줌,직접호명,두 번,경영정보자원관리론,전성현
보통,보통,매우 깐깐함,반영안함,두 번,경영프로젝트관리론,이정규
없음,없음,매우 깐깐함,직접호명,두 번,데이터분석프로그래밍,곽기영
많음,없음,F 폭격기,직접호명,두 번,디지털비즈니스,김광섭
보통,없음,비율 채워줌,직접호명,두 번,디지털비즈니스,노희룡
많음,없음,학점느님,직접호명,두 번,비즈니스애널리틱스개론,안현철
많음,많음,비율 채워줌,직접호명,두 번,UX/CX디자인,이대환
보통,없음,비율 채워줌,직접호명,두 번,클라우드서비스,노희룡
없음,없음,학점느님,직접호명,없음,Seminar in Special Topics,최병구
보통,많음,비율 채워줌,지정좌석,두 번,Principles of Marketing,박대현
많음,많음,매우 깐깐함,지정좌석,두 번,Organizational Behavior,김나정
보통,보통,비율 채워줌,직접호명,네 번 이상,Consumer Behavior,방정혜
없음,보통,매우 깐깐함,직접호명,두 번,Management Accounting,임상균
없음,보통,비율 채워줌,직접호명,두 번,Negotiations,허서희
보통,없음,비율 채워줌,직접호명,한 번,Financial Institution,이동엽
보통,보통,학점느님,직접호명,두 번,International Business Practices,박대현
없음,없음,학점느님,전자출결,두 번,Principles of Economics,이명호
많음,보통,매우 깐깐함,직접호명,두 번,Business Statistics,알레한드로 라미레즈
없음,없음,학점느님,직접호명,두 번,Principles of Accounting,이태희
보통,없음,비율 채워줌,직접호명,두 번,SCM  Logistics,유정석
많음,없음,F 폭격기,직접호명,두 번,Business Ethics,알레한드로 라미레즈
없음,없음,학점느님,직접호명,없음,사제동행세미나,윤정선
보통,없음,학점느님,지정좌석,두 번,재무관리,정무권
보통,없음,비율 채워줌,직접호명,두 번,금융시장및상품의이해,권용재
보통,없음,비율 채워줌,직접호명,두 번,금융통계분석,권형구
보통,없음,매우 깐깐함,직접호명,두 번,금융기관론,홍정훈
보통,없음,비율 채워줌,직접호명,두 번,파생상품론,권용재
없음,없음,학점느님,직접호명,두 번,재무분석론,전현우
보통,없음,비율 채워줌,직접호명,두 번,고급재무론,권용재
보통,없음,매우 깐깐함,직접호명,한 번,기업재무특강,전현우
없음,없음,학점느님,반영안함,두 번,국제재무,김동훈
없음,없음,비율 채워줌,직접호명,두 번,국가회계,허웅
없음,보통,학점느님,직접호명,없음,사제동행세미나,이동희
보통,보통,매우 깐깐함,직접호명,두 번,생산운영관리,최정욱
없음,없음,학점느님,직접호명,두 번,자본시장론,신준호
보통,없음,비율 채워줌,직접호명,두 번,경영의사결정론,김준석
보통,없음,비율 채워줌,직접호명,두 번,인적자원관리,채재현
보통,보통,비율 채워줌,전자출결,한 번,e-비즈니스개론,안병태
보통,보통,비율 채워줌,직접호명,두 번,창업론,임은천
보통,없음,비율 채워줌,직접호명,두 번,아날로그집적회로,김대정
없음,없음,비율 채워줌,직접호명,두 번,아날로그집적회로,모현선
많음,없음,비율 채워줌,직접호명,두 번,PCB설계,한상규
많음,없음,비율 채워줌,직접호명,두 번,디지털제어,정구민
보통,없음,비율 채워줌,반영안함,두 번,데이터통신네트워크,장영민
많음,없음,비율 채워줌,직접호명,두 번,전자회로설계,노정욱
보통,없음,비율 채워줌,직접호명,두 번,광전자및광통신,박영일
보통,많음,학점느님,직접호명,없음,전자공학종합설계I,노정욱
많음,많음,비율 채워줌,직접호명,없음,전자공학종합설계I,최성진
보통,없음,비율 채워줌,직접호명,두 번,스마트그리드공학,정일엽
보통,보통,매우 깐깐함,직접호명,두 번,건축의이해,최왕돈
없음,없음,학점느님,직접호명,두 번,건축수학,김용희
보통,없음,매우 깐깐함,직접호명,없음,매체와표현I,홍성균
보통,없음,학점느님,반영안함,없음,사제동행세미나,서장후
보통,없음,학점느님,직접호명,없음,사제동행세미나,박미예
많음,없음,비율 채워줌,직접호명,없음,CAAD I,황승환
보통,없음,비율 채워줌,직접호명,두 번,구조역학I,나창순
없음,없음,매우 깐깐함,직접호명,두 번,도시의이해,이채성
없음,보통,매우 깐깐함,직접호명,한 번,단지계획,전상현
보통,없음,학점느님,직접호명,두 번,건축재생,나재심
보통,없음,비율 채워줌,직접호명,두 번,강구조,나창순
많음,많음,F 폭격기,직접호명,한 번,현대건축,최혜정
보통,보통,비율 채워줌,직접호명,두 번,건축시공,나재심
보통,보통,학점느님,직접호명,두 번,일반물리실험I,김남화
보통,없음,학점느님,직접호명,두 번,일반물리I,오형택
보통,없음,매우 깐깐함,직접호명,두 번,일반화학I,박명순
보통,없음,비율 채워줌,직접호명,두 번,프로그래밍언어,이상범
많음,없음,비율 채워줌,직접호명,두 번,프로그래밍언어,김재욱
보통,없음,비율 채워줌,전자출결,네 번 이상,프로그래밍언어,이동헌
없음,없음,학점느님,전자출결,두 번,자동차공학기초,임홍재
보통,없음,매우 깐깐함,직접호명,두 번,자동차공학기초,이성욱
많음,없음,F 폭격기,직접호명,두 번,공학기초수학,심은화
보통,없음,매우 깐깐함,전자출결,두 번,기계제도와CAD,김근행
보통,없음,비율 채워줌,직접호명,두 번,공학수학II,김재욱
보통,없음,비율 채워줌,전자출결,두 번,공학수학II,이동헌
보통,없음,비율 채워줌,직접호명,두 번,고체역학,이상범
보통,없음,비율 채워줌,직접호명,두 번,객체지향프로그래밍,유진우
보통,없음,학점느님,직접호명,두 번,일반물리I,박성혜
없음,없음,비율 채워줌,직접호명,두 번,일반화학I,이길선
보통,없음,학점느님,직접호명,두 번,프로그래밍언어,김종찬
없음,없음,매우 깐깐함,전자출결,두 번,자동차공학기초,김근행
보통,없음,학점느님,전자출결,두 번,공학기초수학,김지혜
보통,없음,학점느님,직접호명,두 번,회로이론,이근호
없음,없음,학점느님,직접호명,두 번,열역학,김승권
보통,없음,학점느님,직접호명,두 번,이산수학,임세준
보통,없음,비율 채워줌,직접호명,두 번,객체지향프로그래밍,이강준
없음,없음,학점느님,직접호명,두 번,기계요소설계,김승권
보통,없음,학점느님,직접호명,두 번,자동제어,강연식
보통,없음,학점느님,직접호명,두 번,디지털논리회로,이강준
보통,없음,학점느님,직접호명,두 번,실시간운영체제및시스템소프트웨어,김종찬
보통,없음,F 폭격기,전자출결,두 번,인공지능과머신러닝,이상헌
많음,보통,학점느님,직접호명,없음,글쓰기,박규철
보통,보통,비율 채워줌,직접호명,세 번,글쓰기,이철송
보통,보통,비율 채워줌,직접호명,없음,글쓰기,조종화
보통,없음,비율 채워줌,직접호명,없음,글쓰기,이근세
보통,없음,비율 채워줌,직접호명,세 번,Writing  Critical Reasoning,도날드케디
보통,없음,학점느님,직접호명,없음,Writing  Critical Reasoning,캐빈워
보통,보통,비율 채워줌,직접호명,두 번,English Reading I,방승희
보통,보통,비율 채워줌,전자출결,두 번,English Reading I,류도형
보통,보통,비율 채워줌,직접호명,두 번,English Reading I,노윤아
보통,보통,비율 채워줌,직접호명,두 번,English Conversation I,윤희최
없음,없음,비율 채워줌,직접호명,두 번,English Conversation I,피터김
보통,없음,비율 채워줌,직접호명,네 번 이상,English Conversation I(ABEEK),브라이언 로버슨
보통,없음,학점느님,직접호명,두 번,English Conversation I(ABEEK),리즈
없음,없음,학점느님,직접호명,두 번,English Conversation I(ABEEK),에리카리들
보통,없음,학점느님,직접호명,두 번,English Conversation I(ABEEK),포스터
보통,보통,비율 채워줌,직접호명,두 번,English Conversation I(ABEEK),윤희최
보통,많음,비율 채워줌,직접호명,두 번,English Conversation I(ABEEK),펙포드
보통,많음,비율 채워줌,직접호명,네 번 이상,English Conversation I(ABEEK),안나 마일즈
없음,없음,학점느님,반영안함,두 번,English Conversation I(ABEEK),턴벌
보통,보통,학점느님,직접호명,두 번,English Conversation I(ABEEK),피큘라
없음,없음,매우 깐깐함,직접호명,두 번,Intensive Reading,안나 마일즈
보통,보통,학점느님,직접호명,두 번,English Conversation II,브라이언 로버슨
보통,없음,비율 채워줌,직접호명,두 번,English Conversation II,에리카리들
없음,없음,학점느님,직접호명,두 번,English Conversation II(ABEEK),로버트스미스
보통,보통,학점느님,직접호명,두 번,English Conversation II(ABEEK),트레이 트리풀
없음,보통,비율 채워줌,직접호명,한 번,English Conversation II(ABEEK),피큘라
보통,없음,비율 채워줌,직접호명,두 번,컴퓨터프로그래밍1,이민석
보통,없음,학점느님,직접호명,두 번,컴퓨터프로그래밍1,김인규
보통,없음,비율 채워줌,직접호명,두 번,컴퓨터프로그래밍1,김인희
보통,보통,학점느님,직접호명,없음,자신있게말하기,김지영
보통,없음,비율 채워줌,직접호명,한 번,아르케세미나,이근세
없음,없음,비율 채워줌,전자출결,두 번,미래자동차혁명,신성환
보통,많음,매우 깐깐함,직접호명,한 번,디자인창업,이승열
보통,보통,학점느님,직접호명,없음,소프트웨어의실제,한광수
보통,많음,비율 채워줌,직접호명,없음,지암이노베이터스스튜디오I,박범서
없음,없음,비율 채워줌,전자출결,두 번,경제수학,손규현
보통,없음,비율 채워줌,전자출결,두 번,경제학설사,송해련
보통,없음,학점느님,직접호명,두 번,시장과기업행동,김영욱
많음,많음,학점느님,직접호명,두 번,전략과의사결정,이소정
없음,없음,매우 깐깐함,직접호명,한 번,학교폭력예방및학생의이해,이애진
없음,없음,비율 채워줌,직접호명,두 번,역사란무엇인가,이은정
많음,없음,비율 채워줌,직접호명,두 번,임시정부와독립운동,김상규
보통,보통,비율 채워줌,직접호명,두 번,시민정신과사회봉사,이혜수
많음,없음,매우 깐깐함,직접호명,한 번,공연예술읽기(연극),김준희
보통,없음,비율 채워줌,지정좌석,두 번,미디어와공동체,손영준
보통,보통,비율 채워줌,직접호명,한 번,미디어와공동체,김정은
많음,보통,비율 채워줌,직접호명,두 번,소통과토론,이상훈
보통,보통,학점느님,직접호명,한 번,소통과토론,조인숙
보통,보통,비율 채워줌,직접호명,두 번,개인과사회,계봉오
보통,많음,비율 채워줌,직접호명,두 번,기업가정신과창업,황보윤
보통,보통,비율 채워줌,직접호명,한 번,마음과행동,이나경
없음,없음,비율 채워줌,직접호명,한 번,현대동아시아의이해,김영진
보통,보통,비율 채워줌,직접호명,두 번,세계문학의이해,고지연
보통,없음,비율 채워줌,직접호명,두 번,문명과세계화의도전,박경민
없음,보통,비율 채워줌,직접호명,두 번,리더십챌린지,고현숙
보통,없음,비율 채워줌,직접호명,두 번,수학과문명,김재용
보통,많음,비율 채워줌,직접호명,두 번,생활속의스포츠,김종우
보통,없음,비율 채워줌,전자출결,한 번,생명의이해,정용주
없음,보통,비율 채워줌,직접호명,한 번,정보통신과창의적사고,유병건
보통,보통,비율 채워줌,직접호명,두 번,초급중국어회화,초팽염
보통,보통,학점느님,직접호명,두 번,한국어1,정연희
보통,보통,학점느님,직접호명,두 번,기초베트남어,최영란
많음,없음,비율 채워줌,직접호명,두 번,독일어I,한상희
보통,없음,학점느님,혼용,두 번,시민혁명과근대사회,이상돈
보통,보통,비율 채워줌,직접호명,두 번,증권투자의이해,이찬우
보통,없음,학점느님,직접호명,두 번,정보와정책,김병준
없음,없음,학점느님,직접호명,두 번,교양재테크,이찬영
보통,없음,F 폭격기,직접호명,두 번,일본대중문화론,유춘희
보통,없음,비율 채워줌,전자출결,두 번,경제학의재발견,정연미
보통,보통,학점느님,직접호명,한 번,과학기술논쟁과시민참여,한광희
보통,없음,비율 채워줌,직접호명,두 번,현대문명과재료,남구현
보통,없음,비율 채워줌,직접호명,두 번,식물과사회,신만용
보통,없음,비율 채워줌,전자출결,두 번,나노스:현미경속작은세상,심인보
없음,없음,학점느님,직접호명,두 번,탁구,안문경
없음,없음,비율 채워줌,직접호명,두 번,스포츠댄스,김리원
보통,없음,학점느님,직접호명,한 번,초급골프,안종성
보통,없음,학점느님,직접호명,없음,무대미술의이해,김지애
많음,많음,비율 채워줌,직접호명,한 번,체험뮤지컬,고성일
많음,보통,매우 깐깐함,직접호명,없음,드라마속인생경험,윤미경
보통,없음,학점느님,직접호명,없음,스키및스노보드,김미향
보통,보통,학점느님,직접호명,두 번,건축학개론,백선경
보통,없음,비율 채워줌,직접호명,두 번,사서삼경의이해,이규일
보통,보통,학점느님,직접호명,두 번,환경생태학,김영선
없음,없음,비율 채워줌,반영안함,없음,사회봉사I,김병준
없음,없음,학점느님,직접호명,없음,인생설계와진로,팽철호
보통,보통,학점느님,직접호명,없음,인생설계와진로,장창호
보통,많음,학점느님,직접호명,없음,인생설계와진로(공학인증),한건수
많음,많음,학점느님,직접호명,없음,인생설계와진로(공학인증),이의용
보통,없음,학점느님,직접호명,없음,인생설계와진로(공학인증),우성식
많음,없음,학점느님,직접호명,없음,인생설계와진로(공학인증),황동조
보통,보통,학점느님,직접호명,없음,인생설계와진로(공학인증),이현기
보통,많음,학점느님,직접호명,없음,인생설계와진로(공학인증),함선욱
보통,많음,학점느님,직접호명,없음,인생설계와진로(공학인증),윤성혜
없음,없음,학점느님,직접호명,없음,인생설계와진로(공학인증),박봉순
없음,보통,학점느님,직접호명,없음,교육철학및교육사,류성창
보통,없음,비율 채워줌,전자출결,두 번,학교폭력예방의이론과실제,이유림
보통,보통,비율 채워줌,직접호명,두 번,교육심리학,김수리
없음,없음,학점느님,직접호명,없음,군사학2,박교봉
많음,많음,매우 깐깐함,직접호명,없음,군사학4,박교봉
많음,없음,학점느님,직접호명,없음,사제동행세미나,정선태
보통,없음,비율 채워줌,직접호명,네 번 이상,훈민정음과문자론,김주필
보통,보통,비율 채워줌,직접호명,두 번,고전소설의이해,심우장
없음,없음,비율 채워줌,직접호명,두 번,낭만주의이후영문학개관,육은정
보통,없음,매우 깐깐함,직접호명,없음,영어작문(3),박신현
보통,보통,비율 채워줌,직접호명,두 번,영국시의이해,육은정
보통,없음,학점느님,직접호명,두 번,영한통역연습,서지연
보통,보통,학점느님,직접호명,두 번,한영전문번역(캡스톤디자인),서지연
보통,없음,학점느님,직접호명,두 번,초급중국어회화(2),김수현
없음,없음,학점느님,직접호명,없음,사제동행세미나,정환종
없음,없음,매우 깐깐함,직접호명,한 번,중국어교과논리및논술,정환종
없음,없음,비율 채워줌,직접호명,두 번,중문학개론(2),팽철호
보통,없음,비율 채워줌,직접호명,없음,문화유적현장실습(2),홍영의
보통,없음,비율 채워줌,직접호명,세 번,한국고대원전읽기,문창로
많음,없음,비율 채워줌,직접호명,두 번,한국고대원전읽기,김재홍
보통,없음,학점느님,직접호명,없음,사제동행세미나,김영미
보통,없음,학점느님,직접호명,없음,사제동행세미나,김재홍
보통,없음,매우 깐깐함,직접호명,두 번,동아시아고대사·중세사,김두현
없음,없음,매우 깐깐함,직접호명,두 번,서양근대사,이은정
많음,보통,비율 채워줌,직접호명,두 번,한국근현대사특강,황선익
보통,없음,학점느님,직접호명,한 번,동양사특강,채경수
보통,보통,비율 채워줌,직접호명,한 번,한국사학사,문창로
보통,없음,학점느님,직접호명,두 번,한국사회경제사,전경숙
보통,없음,비율 채워줌,직접호명,두 번,한국정치제도사,김정자
보통,없음,비율 채워줌,직접호명,없음,스마트교육매체제작,정선영
보통,보통,학점느님,직접호명,두 번,남북한교육환경론,한기호
많음,많음,매우 깐깐함,직접호명,두 번,발달심리학,이순행
보통,보통,학점느님,직접호명,두 번,진로상담및교육,김수리
많음,없음,비율 채워줌,직접호명,한 번,민주주의론,류성창
보통,보통,학점느님,직접호명,두 번,서양도덕윤리사상,정혜진
보통,없음,매우 깐깐함,직접호명,두 번,통일교육론,권성아
많음,없음,비율 채워줌,직접호명,한 번,교육학교과논리및논술,류성창
많음,많음,학점느님,반영안함,한 번,청소년교육론,이수진
없음,없음,비율 채워줌,직접호명,두 번,국제정치와중국,서상민
보통,보통,학점느님,직접호명,두 번,초급중국어II,한정화
보통,없음,학점느님,직접호명,두 번,중국사회문화연구,박영순
없음,없음,매우 깐깐함,직접호명,없음,현대중국정치의이해,김영진
보통,없음,비율 채워줌,직접호명,두 번,중국과아시아,이광수
많음,없음,매우 깐깐함,혼용,두 번,러시아현대사,신동혁
보통,많음,비율 채워줌,직접호명,한 번,세계와일본,엄태봉
보통,보통,비율 채워줌,직접호명,없음,사제동행세미나,박선영
없음,없음,매우 깐깐함,직접호명,한 번,일본역사특강,류미나
많음,없음,비율 채워줌,직접호명,없음,일본의쟁점연구,이원덕
없음,없음,학점느님,직접호명,두 번,정책학개론,최진식
보통,없음,비율 채워줌,전자출결,두 번,정책학개론,방하남
없음,없음,학점느님,직접호명,없음,사제동행세미나,김병준
많음,많음,학점느님,직접호명,없음,고급통계,박현희
보통,없음,학점느님,혼용,두 번,고급통계,김종호
많음,보통,비율 채워줌,전자출결,두 번,관리과학,이석환
보통,없음,학점느님,전자출결,두 번,관리과학,김성부
보통,보통,비율 채워줌,직접호명,두 번,재무행정론,윤정우
보통,없음,비율 채워줌,직접호명,두 번,재무행정론,김구민
보통,많음,매우 깐깐함,직접호명,두 번,인사행정론,조경호
보통,보통,매우 깐깐함,직접호명,두 번,리더십론,유나영
많음,많음,비율 채워줌,직접호명,한 번,공기업론,김유향
없음,없음,비율 채워줌,직접호명,두 번,자원배분론,김진동
보통,보통,비율 채워줌,직접호명,두 번,도시정책론,하현상
보통,보통,비율 채워줌,직접호명,없음,문화정책론,김연희
보통,보통,학점느님,직접호명,두 번,사회과학입문,김경래
많음,많음,비율 채워줌,직접호명,한 번,정치현장연습,김동명
없음,없음,학점느님,직접호명,없음,사제동행세미나,노정호
없음,없음,학점느님,직접호명,없음,사제동행세미나,고댕
없음,없음,비율 채워줌,직접호명,두 번,의회와정당,장승진
보통,보통,비율 채워줌,직접호명,두 번,국제기구론,문용일
없음,없음,학점느님,직접호명,두 번,정치경제론,김성조
없음,없음,학점느님,직접호명,두 번,문화와정치행태,안현상
없음,많음,매우 깐깐함,직접호명,두 번,한국정치사:사상과운동,김동명
없음,없음,학점느님,직접호명,두 번,복지정치론,김성조
보통,없음,비율 채워줌,직접호명,없음,사회학역사와고전이론,최항섭
많음,없음,학점느님,직접호명,없음,사제동행세미나,신동준
보통,없음,비율 채워줌,직접호명,두 번,인구와지역,계봉오
보통,없음,학점느님,직접호명,한 번,현대사회의문제,이연희
보통,없음,비율 채워줌,직접호명,두 번,사회학특강,민웅기
보통,없음,매우 깐깐함,직접호명,두 번,사회조사분석실습(캡스톤디자인),임동진
보통,보통,비율 채워줌,직접호명,한 번,한류의사회학,김수정
많음,없음,매우 깐깐함,직접호명,두 번,미디어연구방법,김도연
보통,보통,매우 깐깐함,전자출결,두 번,미디어엔터테인먼트,이정엽
없음,없음,비율 채워줌,직접호명,두 번,방송의이해,조인숙
보통,보통,학점느님,직접호명,한 번,PR개론,김자림
많음,많음,비율 채워줌,직접호명,두 번,광고조사방법,이미나
보통,보통,비율 채워줌,직접호명,두 번,글로벌광고,김나미
많음,없음,비율 채워줌,직접호명,한 번,카피라이팅실습,김헌
보통,보통,학점느님,직접호명,한 번,위기관리,김나미
없음,없음,비율 채워줌,직접호명,두 번,물권법,김수정
없음,없음,비율 채워줌,직접호명,두 번,형사소송법,윤동호
없음,없음,학점느님,직접호명,두 번,형법총칙,이동기
없음,없음,학점느님,직접호명,두 번,형법총칙,윤동호
없음,없음,학점느님,직접호명,없음,사제동행세미나,윤동호
없음,없음,학점느님,직접호명,없음,사제동행세미나,정진석
없음,없음,학점느님,반영안함,없음,사제동행세미나,나강
없음,없음,비율 채워줌,직접호명,세 번,일반사회교재연구및지도법,민원표
보통,보통,비율 채워줌,직접호명,한 번,Anglo-American Law2,전해정
보통,없음,비율 채워줌,직접호명,한 번,형사정책,윤동호
없음,보통,매우 깐깐함,직접호명,두 번,미국헌법,전정원
없음,없음,비율 채워줌,직접호명,두 번,회사법I,한창희
보통,없음,비율 채워줌,직접호명,한 번,회사법I,이호선
없음,없음,학점느님,직접호명,두 번,회사법I,이재영
보통,보통,학점느님,직접호명,두 번,미국법판례,전정원
보통,보통,매우 깐깐함,직접호명,한 번,비교사법,김재희
없음,없음,비율 채워줌,지정좌석,두 번,노동법II,이광택
없음,없음,학점느님,직접호명,두 번,금융법,임채욱
없음,없음,비율 채워줌,직접호명,두 번,중국법II,김영
보통,없음,비율 채워줌,직접호명,한 번,기업법률문서작성,전해정
없음,없음,매우 깐깐함,직접호명,두 번,가족법,여태식
보통,없음,매우 깐깐함,직접호명,두 번,경제수학,류재우
보통,없음,매우 깐깐함,직접호명,두 번,경제수학,박덕배
보통,없음,비율 채워줌,직접호명,두 번,경제학원론2,이효창
없음,없음,비율 채워줌,직접호명,두 번,경제학원론2,전형철
보통,보통,학점느님,직접호명,두 번,사제동행세미나,남재현
없음,없음,비율 채워줌,직접호명,두 번,공공부문의경제학,신동필
보통,없음,매우 깐깐함,직접호명,한 번,공공부문의경제학,이영식
없음,없음,학점느님,직접호명,두 번,화폐금융론,이찬영
보통,없음,비율 채워줌,반영안함,두 번,경제현상의현대적이해,김종민
보통,없음,비율 채워줌,지정좌석,두 번,거시경제의변화와성장,남재현
보통,없음,비율 채워줌,직접호명,세 번,정보경제학,김종민
보통,없음,비율 채워줌,직접호명,두 번,정치경제학,김진엽
보통,보통,매우 깐깐함,직접호명,한 번,한국경제론,조원희
없음,없음,비율 채워줌,직접호명,두 번,경제학원론1,김윤선
없음,없음,학점느님,직접호명,두 번,거시경제학,노정녀
보통,없음,비율 채워줌,직접호명,두 번,미시경제학,이상학
보통,보통,비율 채워줌,직접호명,두 번,통상정책,이상학
없음,없음,비율 채워줌,직접호명,두 번,통상정책,노정녀
없음,없음,비율 채워줌,직접호명,두 번,Globalization의이해,손정수
보통,없음,비율 채워줌,직접호명,두 번,한국무역론,김재준
없음,없음,비율 채워줌,전자출결,두 번,신소재공학입문II,안동환
보통,없음,비율 채워줌,직접호명,두 번,열역학,김재헌
보통,보통,학점느님,직접호명,없음,신소재기초실험II,권훈
많음,없음,매우 깐깐함,직접호명,없음,신소재기초실험II,김용석
없음,없음,비율 채워줌,반영안함,두 번,신소재기초실험II,남원종
없음,없음,학점느님,반영안함,없음,사제동행세미나,최현주
보통,없음,학점느님,반영안함,없음,사제동행세미나,안동환
보통,없음,학점느님,직접호명,두 번,소성가공학,최현주
보통,없음,비율 채워줌,직접호명,두 번,계면및표면특성,아리짓 로이
보통,없음,비율 채워줌,직접호명,두 번,재료전기화학,김재헌
보통,없음,비율 채워줌,직접호명,두 번,전자기광학성질,안동환
없음,없음,비율 채워줌,전자출결,두 번,정역학,정승권
보통,없음,비율 채워줌,직접호명,두 번,정역학,정승환
없음,많음,학점느님,직접호명,두 번,휴먼테크놀로지입문,신동훈
없음,없음,비율 채워줌,반영안함,세 번,기계재료학,이건상
보통,없음,학점느님,직접호명,두 번,기계재료학,김태우
보통,없음,비율 채워줌,직접호명,두 번,수치해석,김철
보통,없음,비율 채워줌,직접호명,두 번,수치해석,이현진
보통,없음,학점느님,전자출결,두 번,동역학,홍동표
보통,없음,비율 채워줌,직접호명,두 번,응용열역학,황승식
보통,보통,비율 채워줌,직접호명,한 번,기초전자회로실험II,이승민
없음,없음,학점느님,직접호명,두 번,열전달,명현국
없음,없음,학점느님,전자출결,두 번,자동제어,정승권
보통,없음,비율 채워줌,직접호명,두 번,자동제어,김종국
보통,없음,학점느님,전자출결,두 번,진동공학,홍동표
보통,없음,비율 채워줌,직접호명,두 번,내연기관,정태용
보통,없음,비율 채워줌,직접호명,두 번,E-바이오시스템,김중경
보통,없음,매우 깐깐함,직접호명,두 번,공학수학II,김태범
보통,없음,학점느님,직접호명,두 번,강구조이론및설계,박신전
보통,없음,학점느님,직접호명,두 번,기초공학,조남준
보통,없음,비율 채워줌,직접호명,두 번,수문학,양정석
보통,없음,매우 깐깐함,반영안함,두 번,구동및제동시스템,박재영
보통,없음,비율 채워줌,직접호명,두 번,자동차구조해석,이상범
보통,없음,학점느님,직접호명,없음,사제동행세미나,이상헌
없음,없음,학점느님,직접호명,두 번,전산학실습(공학인증),진혜진
보통,없음,매우 깐깐함,직접호명,두 번,전산학실습(공학인증),윤형식
없음,없음,학점느님,직접호명,두 번,기계금속재료역학,김승권
없음,없음,학점느님,직접호명,두 번,전자화학재료역학,김승권
보통,없음,매우 깐깐함,직접호명,두 번,유체역학,김중경
없음,없음,학점느님,직접호명,두 번,동역학,김승권
많음,많음,비율 채워줌,직접호명,두 번,기계시스템설계입문,원종진
보통,많음,비율 채워줌,직접호명,두 번,기계시스템설계입문,이희준
많음,없음,매우 깐깐함,직접호명,한 번,창의융합디자인,이건상
없음,없음,비율 채워줌,반영안함,두 번,응용기계부품설계,김태우
없음,없음,학점느님,직접호명,두 번,논리회로,민경식
보통,없음,학점느님,직접호명,없음,사제동행세미나,장혁준
많음,없음,학점느님,직접호명,한 번,기초전자회로실험II,김동명
보통,없음,학점느님,직접호명,한 번,기초전자회로실험II,안현식
보통,없음,학점느님,직접호명,두 번,기초전자회로실험II,김대정
보통,없음,비율 채워줌,직접호명,두 번,전자기학II,채형일
보통,없음,비율 채워줌,직접호명,두 번,회로이론II,한상규
많음,없음,비율 채워줌,지정좌석,없음,마이크로프로세서응용실험,성영락
보통,보통,비율 채워줌,직접호명,두 번,마이크로프로세서응용공학,박영일
없음,없음,비율 채워줌,직접호명,두 번,마이크로프로세서응용공학,김현수
많음,많음,매우 깐깐함,직접호명,두 번,마이크로프로세서응용공학,성영락
없음,없음,비율 채워줌,직접호명,두 번,응용수학,장혁준
없음,없음,학점느님,직접호명,두 번,반도체물리전자,김대환
많음,없음,비율 채워줌,직접호명,네 번 이상,객체지향프로그래밍,김영만
많음,보통,비율 채워줌,직접호명,두 번,창업연계공학설계입문,한대희
보통,없음,학점느님,반영안함,없음,사제동행세미나,이재구
많음,많음,F 폭격기,혼용,두 번,응용통계학,김계완
보통,없음,매우 깐깐함,직접호명,두 번,이산수학,최진우
많음,없음,학점느님,전자출결,한 번,모바일프로그래밍,한대희
보통,많음,학점느님,반영안함,없음,오픈소스소프트웨어,박민근
많음,없음,매우 깐깐함,직접호명,두 번,네트워크서비스프로토콜,김영만
보통,없음,비율 채워줌,전자출결,두 번,컴퓨터비전,한광수
보통,없음,학점느님,직접호명,없음,산업체특강Ⅰ,이민석
보통,많음,비율 채워줌,직접호명,두 번,게임소프트웨어,박민근
많음,없음,비율 채워줌,직접호명,한 번,타이포그래피I,이지원
없음,없음,학점느님,직접호명,두 번,디자인사,이지원
없음,없음,학점느님,직접호명,없음,사제동행세미나,정진열
많음,없음,비율 채워줌,직접호명,없음,그래픽디자인II,정진열
많음,보통,비율 채워줌,직접호명,두 번,창의적방법을통한공예교수법II,천혜영
많음,없음,비율 채워줌,직접호명,두 번,조형연습II,서연정
보통,없음,비율 채워줌,반영안함,없음,염색,임소영
보통,없음,학점느님,직접호명,두 번,드로잉II,김효정
많음,보통,비율 채워줌,직접호명,두 번,공간조형이론,김지은
없음,보통,매우 깐깐함,직접호명,없음,디스플레이디자인Ⅱ(VMD),신재윤
보통,없음,비율 채워줌,전자출결,없음,스토리텔링연구,손영모
많음,없음,학점느님,직접호명,한 번,고급3D애니메이션,박민준
많음,없음,비율 채워줌,직접호명,없음,콘셉트아트,고원상
많음,없음,비율 채워줌,직접호명,없음,기초 Visual Communication,김성택
보통,없음,비율 채워줌,직접호명,두 번,기초자동차운송디자인스튜디오,노재승
